,unique_id,transaction_id,unformatted_date,product_id,product_name,category_id,category_name,parent_id,parent_name,product_count,site_id,site_name,address,city,zip,latitude,longitude,site_status,revenue,gross_profit,costs,units
2091,1242725,20161113|480|4|2|2572558,2017-02-06,5334,SPRNGFLD NEWS LDER SNDY,114,Nwspapers,183,Newspapers,296,237,480 Ionia,206 N Main St,Ionia,65335,38.5027,-93.3235,ACTIVE,2.0,0.24995,1.75005,1.0
2516,1592838,20161113|863|1|2|3859609,2017-02-06,2324,LD NTTY BAR 2CT BAR 3OZ,60,Cakes & pastrie,262,Bread & Cakes,217,397,863 Atoka,409 E Court St,Atoka,74525,34.3854,-96.124,ACTIVE,1.5,0.54,0.96,2.0
1591,1148589,20161113|423|1|1|1739257,2017-02-06,13648,DT DR PEPPER 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,192,423 Adamsville,2473 Hackworth Road,Adamsville,35005,34.5253,-91.3257,ACTIVE,1.79,0.69061,1.09939,1.0
1844,2522030,20161113|302|1|100|3829272,2017-02-06,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,116,302 Parkersburg,602 Coates St,Parkersburg,50665,42.577,-92.7869,ACTIVE,12.3,1.9959,10.3041,6.653
871,223206,20161113|484|2|1|3007048,2017-02-06,633,CAMEL CRUSH BX,161,Cig-premium (331),8,Cigarettes,435,241,484 Zalma,7173 Main St,Zalma,63787,37.158,-90.1214,CLOSED,4.64,0.80099,3.83901,1.0
2806,803127,20161113|227|1|2|3506267,2017-02-06,16385,GALLO MRLT 187ML,225,White Wine,254,Wine,57,90,227 Winthrop,253 W Madison St,Winthrop,50682,42.4732,-91.7338,ACTIVE,6.49,1.62376,4.86624,1.0
57,331665,20161114|484|1|2|3009158,2017-02-07,6246,COKE 12OZ GLS,250,Pk Bev-csd/pop (71),243,Pop (587),448,241,484 Zalma,7173 Main St,Zalma,63787,37.158,-90.1214,CLOSED,1.59,0.57078,1.01922,1.0
1915,2545766,20161114|863|6|2|3863947,2017-02-07,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,397,863 Atoka,409 E Court St,Atoka,74525,34.3854,-96.124,ACTIVE,20.0,3.5523,16.4477,11.841
1477,970206,20161115|370|1|100|3170696,2017-02-08,19024,Soy Diesel,1,Fuel Premuim,78,Fuel,68,140,370 Dunning,403 Jewett Ave,Dunning,68833,41.8281,-100.105,ACTIVE,47.53,6.4845,41.0455,21.615
1974,1786863,20161115|973|1|1|3099341,2017-02-08,9978,CO MILLN SRS VI 775,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,476,973 Lafayette,603 S Public Rd,Lafayette,80026,39.9932,-105.091,ACTIVE,20.0,1.4,18.6,1.0
379,2621282,20161115|28|2|1|1973314,2017-02-08,2180,TORNADO FCS,280,Roller Grill Food,279,Roller Grill,9,108,28 Sioux Rapids,114 Thomas St,Sioux Rapids,50585,42.8925,-95.1503,ACTIVE,2.59,1.578,1.012,2.0
1402,1608807,20161115|877|1|100|3487816,2017-02-08,18972,E85,1,Fuel Premuim,78,Fuel,68,409,877 Kenefic,117 Mary St,Kenefic,74748,34.1441,-96.3633,ACTIVE,15.0,2.814,12.186,9.38
2782,2551332,20161118|933|1|100|2164987,2017-02-11,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,447,933 Las Animas,513 6Th St,Las Animas,81054,38.0661,-103.223,ACTIVE,20.03,2.9043,17.1257,9.681
378,1256017,20161118|493|2|2|3344753,2017-02-11,218,AQUAFINA 1LT,255,Bottled Water,150,Juice/tonics,174,252,493 Brewton,2041 Douglas Avenue,Brewton,36426,40.025,-94.9733,ACTIVE,1.89,0.94154,0.94846,1.0
83,583721,20161118|29|1|100|3295194,2017-02-11,19024,Soy Diesel,1,Fuel Premuim,78,Fuel,68,111,29 Washburn,303 Main St,Washburn,65772,36.5885,-93.9646,ACTIVE,20.01,2.6925,17.3175,8.975
1112,110764,20161118|964|2|1|2106858,2017-02-11,2986,MARLB BX,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,469,964 Greybull,401 Greybull Ave,Greybull,82426,44.4886,-108.053,ACTIVE,11.08,1.515,9.565,2.0
1097,2410899,20161118|401|1|2|3625046,2017-02-11,839,SMALL COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,172,401 Rogers,401 N 8Th St,Rogers,72756,36.3364,-94.1246,ACTIVE,1.49,0.811001,0.678999,1.0
1091,164722,20161118|484|2|1|3021630,2017-02-11,18787,ARISTOCRAT VDKA 200ML,172,Vodka,249,Liquor,179,241,484 Zalma,7173 Main St,Zalma,63787,37.158,-90.1214,CLOSED,2.49,1.026,1.464,1.0
1084,787,20161118|840|1|1|2862138,2017-02-11,5364,32OZ FTN REFILL,154,Cold Bev-refills (314),233,Cold Dispensed Beverage,8,382,840 Albany,109 N Wade St,Albany,74721,33.8818,-96.162,CLOSED,1.0,0.6055,0.3945,1.0
1150,2529784,20161118|406|1|100|3868194,2017-02-11,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,178,406 Harrison,215 W Industrial Park Rd,Harrison,72601,36.2509,-93.1298,ACTIVE,20.0,3.2985,16.7015,10.995
1230,228037,20161120|570|1|1|1517578,2017-02-13,12304,REDSEAL LC WNTRGRN,334,Tobacco-round Can Snuff (960),321,Smokeless (951),363,304,570 Hueytown,1007 Red Farmer Drive,Hueytown,35023,41.9966,-91.8623,ACTIVE,6.24,2.045,4.195,1.0
2929,168309,20161120|860|1|100|2814866,2017-02-13,19007,Mid Grade Blends 88+,1,Fuel Premuim,78,Fuel,68,394,860 Cherokee,1780 S Grand Ave,Cherokee,73728,36.7396,-98.3596,ACTIVE,23.93,3.6837,20.2463,12.279
696,59569,20161120|1957|2|1|20544,2017-02-13,10884,N/A-APL TRNOVR FCS,270,Bakery Food,269,Bakery,112,61,1957 Laramie,715 Plaza Ln,Laramie,82070,41.295,-105.589,ACTIVE,1.89,1.303,0.587,1.0
2602,1412084,20161121|561|1|2|5432013,2017-02-14,9029,MO  TRPL PPRMNT 7S 131,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,296,561 Gardendale,890 Odum Road,Gardendale,35071,39.8873,-94.8933,ACTIVE,6.0,0.3,5.7,2.0
1607,712938,20161121|152|2|2|4166070,2017-02-14,3017,MARLB SPCL SLCT RED 100 BX,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,42,152 Wilmot,202 Mccombs St,Wilmot,71676,33.0593,-91.5728,ACTIVE,5.67,0.90667,4.76333,1.0
1578,2500795,20161121|26|1|100|2232358,2017-02-14,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,104,26 Aitkin,15 Minnesota Ave N,Aitkin,56431,46.5321,-93.707,ACTIVE,21.88,3.2838,18.5962,10.946
2369,84050,20161122|373|2|1|1886849,2017-02-15,4314,DAYLIGHT DONUT,270,Bakery Food,269,Bakery,112,143,373 Saint Edward,207 Beaver St,Saint Edward,68660,41.5701,-97.8663,ACTIVE,0.99,0.99,0.0,1.0
2911,1330580,20161122|520|3|2|3696443,2017-02-15,4699,ICE HOUSE 12PK CAN,205,Beer-popular (43),246,Beer,74,274,520 Atlantic,1630 E 7Th St,Atlantic,50022,41.4048,-94.9895,ACTIVE,7.99,1.59,6.4,1.0
1393,768132,20161122|200|3|1|3472300,2017-02-15,6288,COKE VNL 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,64,200 Cedar Falls,221 W 6Th St,Cedar Falls,50613,42.5336,-92.4478,ACTIVE,1.5,0.43429,1.06571,1.0
656,1061242,20161123|391|3|1|4748673,2017-02-16,15157,AR NEON 10X 329,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,161,391 Hamilton,1706 Military Street South,Hamilton,35570,34.4062,-91.4074,ACTIVE,3.0,0.15,2.85,3.0
2145,194201,20161124|860|2|1|2826164,2017-02-17,6159,NEWSPAPER,114,Nwspapers,183,Newspapers,296,394,860 Cherokee,1780 S Grand Ave,Cherokee,73728,36.7396,-98.3596,ACTIVE,0.5,0.49,0.01,1.0
435,2549792,20161125|905|2|1|2636411,2017-02-18,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,427,905 Mobile,685 Schillinger Rd,Mobile,36695,39.8319,-105.004,ACTIVE,20.0,2.6556,17.3444,8.852
200,1817220,20161125|979|1|3|289143,2017-02-18,1268,HNY NUT CHEERIOS CEREAL 1.4OZ BAR,70,Healthy Snacks,65,Health Snacks,184,479,979 Gillette,2005 S Douglas Hwy,Gillette,82718,44.2762,-105.493,ACTIVE,0.99,0.54222,0.44778,1.0
408,950244,20161125|369|2|2|2353841,2017-02-18,9712,BLACK&M JAZZ PLTP 25CT,335,Tobacco-cigarillo (962),320,Cigars,342,138,369 Purdum,84451 Purdum Ave,Purdum,69157,42.0644,-100.259,ACTIVE,1.29,0.59833,0.69167,1.0
1807,2525020,20161126|371|1|100|3244333,2017-02-19,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,141,371 Cedar Rapids,214 W Main St,Cedar Rapids,68627,41.5602,-98.1452,ACTIVE,18.61,2.8791,15.7309,9.597
1758,1467830,20161127|571|1|1|2572945,2017-02-19,18940,VIDEO 6.99 PRE-VIEWED,195,Gen Merch-video/audio Tapes (429),182,Gm/novelty,152,305,571 Leeds,8551 Whitfield Ave,Leeds,35094,40.3385,-95.393,ACTIVE,13.98,4.2,9.78,2.0
2859,1160965,20161127|433|1|2|3602626,2017-02-20,1511,BUD LT 8PK 16OZ ALUM,196,Beer-premium (42),246,Beer,186,197,433 Bay Minette,701 Mcmeans Ave,Bay Minette,36507,40.1474,-92.3793,ACTIVE,3.0,0.78,2.22,2.0
1856,723832,20161127|156|2|2|2211087,2017-02-20,14945,DSM REGISTER THNKSGVNY SUN,114,Nwspapers,183,Newspapers,296,46,156 Semmes,7855 Moffett Rd,Semmes,36575,41.9024,-91.9226,ACTIVE,3.0,0.94,2.06,1.0
2710,2424571,20161128|4923|2|1|3000690,2017-02-21,839,SMALL COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,250,4923 Commerce City,7351 Magnolia St,Commerce City,80022,39.8303,-104.911,ACTIVE,2.98,1.628557,1.351443,2.0
1979,1411454,20161128|561|1|6|5462527,2017-02-21,6347,POWERADE MLN 32OZ,252,Sports Drinks,150,Juice/tonics,132,296,561 Gardendale,890 Odum Road,Gardendale,35071,39.8873,-94.8933,ACTIVE,5.0,1.71104,3.28896,3.0
1741,2659236,20161129|2217|2|1|1907065,2017-02-22,5538,MEDIUM FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,84,2217 Ogden,202 Sw 4Th St,Ogden,50212,42.0378,-94.0322,CLOSED,0.01,-0.827005,0.837005,1.0
545,2865749,20161129|382|3|1|2300814,2017-02-22,5628,LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,152,382 Gentry,899 W Main St,Gentry,72734,36.2672,-94.4929,ACTIVE,1.49,0.948378,0.541622,1.0
2544,2528599,20161129|397|1|100|1688194058,2017-02-22,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,166,397 Pea Ridge,468 N Curtis Ave,Pea Ridge,72751,36.4456,-94.1154,ACTIVE,10.0,1.5477,8.4523,5.159
715,312577,20161130|473|1|1|2472431,2017-02-23,562,CAMEL BLU 85 BX,161,Cig-premium (331),8,Cigarettes,435,230,473 Hume,101 Main St,Hume,64752,38.091,-94.5834,ACTIVE,4.73,0.89128,3.83872,1.0
1137,304740,20161130|966|1|1|1556021,2017-02-23,2986,MARLB BX,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,470,966 Cowley,71 E Main St,Cowley,82420,44.8837,-108.468,ACTIVE,5.83,1.00684,4.82316,1.0
1177,619523,20161202|51|3|1|2807143,2017-02-25,283,OCN SPRY CRN-GRP 15.2OZ,260,Pk Bev-juice No Tax (78),151,Juice No Tax (311),95,267,51 Griswold,608 4Th St,Griswold,51535,41.2335,-95.1403,ACTIVE,1.89,0.82562,1.06438,1.0
538,1448024,20161202|563|2|2|2502870,2017-02-25,10665,APL JC 16OZ,260,Pk Bev-juice No Tax (78),151,Juice No Tax (311),95,298,563 Jackson,4206 N College Ave,Jackson,36545,40.4403,-95.3812,ACTIVE,1.69,0.9025,0.7875,1.0
1813,2686275,20161202|470|2|2|3235312,2017-02-25,5538,MEDIUM FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,227,470 Columbia,2300 Bernadette Dr Ste 200,Columbia,65203,38.9632,-92.3734,CLOSED,1.29,0.836301,0.453699,1.0
2936,1195546,20161202|465|1|1|2596412,2017-02-25,1668,BUD LT SSNL-RITA 25OZ CAN,231,Flavored Malt,246,Beer,297,221,465 Sturgeon,111 N Wentz St,Sturgeon,65284,39.2347,-92.2822,ACTIVE,3.0,1.05409,1.94591,1.0
486,1379477,20161203|556|3|2|2453834,2017-02-26,8590,ARIZONA ARNLD PLMR STRWBRY 23OZ CAN,251,Iced Tea,150,Juice/tonics,166,291,556 Saint Joseph,3906 Oakland Ave,Saint Joseph,64506,39.7825,-94.799,ACTIVE,0.99,0.41444,0.57556,1.0
2152,77864,20161204|1959|2|1|1334191,2017-02-27,6322,SPRITE 2LT,250,Pk Bev-csd/pop (71),243,Pop (587),448,62,1959 Waterloo,2834 Ansborough Ave,Waterloo,50701,42.4716,-92.3773,ACTIVE,1.75,0.324,1.426,1.0
741,117362,20161204|240|1|1|2198049,2017-02-27,1163,IA DIAMOND 7S 939,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,98,240 Marathon,114 Agora St,Marathon,50565,42.8595,-94.9825,ACTIVE,5.0,0.35,4.65,1.0
1191,2530865,20161205|409|2|2|3448191,2017-02-28,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,181,409 Cave Springs,115 E Midway St,Cave Springs,72718,36.2636,-94.2313,ACTIVE,7.0,1.0719,5.9281,3.573
131,215120,20161205|361|3|2|2016570,2017-02-28,348,KICKSTART ORNG 16OZ CAN,250,Pk Bev-csd/pop (71),243,Pop (587),448,131,361 Oakdale,500 Hohman St,Oakdale,68761,42.0694,-97.9698,ACTIVE,1.5,0.42133,1.07867,1.0
1663,1313376,20161206|518|3|1|3324310,2017-03-01,9639,52OZ FTN REFILL,154,Cold Bev-refills (314),233,Cold Dispensed Beverage,8,272,518 Massena,99 Main St,Massena,50853,41.2517,-94.7692,ACTIVE,1.39,0.901665,0.488335,1.0
1416,1579366,20161206|846|2|2|3787533,2017-03-01,16091,XYIENCE MNGO GUAVA 16OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,386,846 Ozark,1537 Hwy 231 South,Ozark,36360,35.681,-94.7605,ACTIVE,2.39,1.05529,1.33471,1.0
2712,201156,20161206|446|1|1|1564838,2017-03-01,9876,BIC KC CHIEFS LGHTR,194,Gen Merch-smoking Assoc (428),182,Gm/novelty,56,207,446 Bessemer,750 Academy Drive,Bessemer,35022,40.1928,-92.5812,ACTIVE,1.99,0.87011,1.11989,1.0
2708,832311,20161207|229|1|1|3676582,2017-03-02,17786,GOOD 2 GROW STRWBRY KIWI 6OZ,260,Pk Bev-juice No Tax (78),151,Juice No Tax (311),95,92,229 Independence,200 2Nd Ave Ne,Independence,50644,42.47,-91.893,ACTIVE,3.19,1.49286,1.69714,1.0
2622,2826238,20161207|2926|2|2|2125229,2017-03-02,5365,LARGE COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,114,2926 Commerce City,8096 Brighton Rd,Commerce City,80022,39.8437,-104.921,ACTIVE,1.69,0.923624,0.766376,1.0
2169,2539539,20161207|556|1|1|2461044,2017-03-02,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,291,556 Saint Joseph,3906 Oakland Ave,Saint Joseph,64506,39.7825,-94.799,ACTIVE,10.0,1.5795,8.4205,5.265
180,2337871,20161208|143|2|2|3779215,2017-03-03,2348,20OZ COFFEE REFILL,147,Hot Bev-refills (305),232,Hot Dispensed Beverage,11,27,143 Haleyville,42417 Hwy 195,Haleyville,35565,34.1177,-91.3771,ACTIVE,1.19,0.649968,0.540032,1.0
1692,1284740,20161208|498|5|2|3787843,2017-03-03,5364,32OZ FTN REFILL,154,Cold Bev-refills (314),233,Cold Dispensed Beverage,8,258,498 Calera,5100 Hwy 31,Calera,35040,40.0616,-94.7649,ACTIVE,1.0,0.648313,0.351687,1.0
2187,2397222,20161208|473|1|2|2492186,2017-03-03,839,SMALL COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,230,473 Hume,101 Main St,Hume,64752,38.091,-94.5834,ACTIVE,1.49,0.807095,0.682905,1.0
2871,365670,20161208|837|1|2|3432014,2017-03-03,2332,LD ZBRA CKE BG SNK 3.1OZ,60,Cakes & pastrie,262,Bread & Cakes,217,379,837 Durant,1223 W Main St,Durant,74701,33.9937,-96.3899,CLOSED,0.75,0.27,0.48,1.0
2211,607249,20161208|50|1|1|2661774,2017-03-03,2292,LD CHOC MINI DNUT 3.1OZ,61,Muffins & Donuts,262,Bread & Cakes,53,260,50 Andalusia,540 West Bypass,Andalusia,36420,41.2039,-94.4171,ACTIVE,0.75,0.27,0.48,1.0
2992,1654246,20161208|887|3|1|3863009,2017-03-03,10796,WHET SMKD TRKY PRVLN FCS,274,Cold Food,273,Cold Sandwiches,34,418,887 Greenfield,100 Madison St,Greenfield,73043,35.7276,-98.3789,ACTIVE,3.99,2.626,1.364,1.0
2919,1883204,20161208|2731|1|1|3419920,2017-03-03,14,MILKDUD 5OZ BX,266,Vegan Candy,331,Candy,304,107,2731 Alta,106 S Cherokee St,Alta,51002,42.6745,-95.3054,ACTIVE,1.99,1.11267,0.87733,1.0
26,1155866,20161209|423|2|2|1806109,2017-03-04,15196,AR TIC TAC TRIPLER 368,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,192,423 Adamsville,2473 Hackworth Road,Adamsville,35005,34.5253,-91.3257,ACTIVE,4.0,0.2,3.8,2.0
1412,1628036,20161209|881|3|1|4878009,2017-03-04,602,RED KAMEL 100 BX,161,Cig-premium (331),8,Cigarettes,435,413,881 Erick,119 W 3Rd St,Erick,73645,35.2141,-99.8677,ACTIVE,6.04,1.53778,4.50222,1.0
658,2498911,20161210|840|1|100|2920161,2017-03-05,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,382,840 Albany,109 N Wade St,Albany,74721,33.8818,-96.162,CLOSED,30.0,4.6896,25.3104,15.632
1882,720596,20161210|156|3|3|2236536,2017-03-05,12103,CLIF BARS ICED GNGRBRD 2.4OZ,70,Healthy Snacks,65,Health Snacks,184,46,156 Semmes,7855 Moffett Rd,Semmes,36575,41.9024,-91.9226,ACTIVE,1.99,1.99,0.0,1.0
1527,2417560,20161211|657|3|2|2993626,2017-03-06,839,SMALL COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,330,657 Aurora,15355 E Colfax Ave Unit A,Aurora,80011,39.742,-104.809,ACTIVE,1.49,0.798636,0.691364,1.0
2864,1612821,20161211|878|2|1|3285380,2017-03-06,10302,MONSTER UL ZRO 16OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,410,878 Forgan,115 S Broadway St,Forgan,73938,36.9063,-100.535,ACTIVE,2.69,1.37683,1.31317,1.0
60,2778154,20161211|229|1|1|3691593,2017-03-06,10468,X-LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,92,229 Independence,200 2Nd Ave Ne,Independence,50644,42.47,-91.893,ACTIVE,3.38,2.127424,1.252576,2.0
1847,1377929,20161212|556|2|1|2473459,2017-03-07,9022,MO TRIPLE WIN 124,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,291,556 Saint Joseph,3906 Oakland Ave,Saint Joseph,64506,39.7825,-94.799,ACTIVE,1.0,0.05,0.95,1.0
2421,1552313,20161212|670|1|100|4372381,2017-03-07,19021,Midgrade Blend,1,Fuel Premuim,78,Fuel,68,339,670 Alamosa,505 3Rd St,Alamosa,81101,37.4708,-105.865,ACTIVE,24.5,3.2973,21.2027,10.991
1719,1263085,20161213|493|4|2|3422151,2017-03-08,13657,DT DR PEPPER CHRY 20OZ,250,Pk Bev-csd/pop (71),243,Pop (587),448,252,493 Brewton,2041 Douglas Avenue,Brewton,36426,40.025,-94.9733,ACTIVE,1.79,0.71137,1.07863,1.0
2087,1783186,20161213|973|2|3|3190859,2017-03-08,5397,COMBOS PRTZL CHDR 1.8OZ,54,Salty Snacks-pretzels (153),5,Salty Snacks,55,476,973 Lafayette,603 S Public Rd,Lafayette,80026,39.9932,-105.091,ACTIVE,1.29,0.851,0.439,1.0
2826,2372464,20161213|916|2|1|1051153,2017-03-08,18234,LOTTERY WIN,135,Lottery-win (270),307,Store Services (92),1,436,916 Pagosa Springs,250 Hot Springs Blvd,Pagosa Springs,81147,37.2639,-107.009,CLOSED,-10.0,0.0,0.0,10.0
1956,1016235,20161214|383|1|2|4470832,2017-03-09,15196,AR TIC TAC TRIPLER 368,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,153,383 Rogers,4600 W Walnut St,Rogers,72756,36.3337,-94.1811,ACTIVE,2.0,0.1,1.9,1.0
2287,1806624,20161216|979|2|1|327486,2017-03-11,10834,BCN CHS BRGR FCS,276,Hot Food,275,Hot Sandwiches & Chicken,207,479,979 Gillette,2005 S Douglas Hwy,Gillette,82718,44.2762,-105.493,ACTIVE,3.49,2.24,1.25,1.0
326,1392155,20161216|560|1|1|3604384,2017-03-11,9009,MO $5 MILL BIG MONEY 111,138,Gaming-lottery (scratch Tickt) (272),175,Lottery (360),1575,295,560 Columbia,3709 Sandman Ln,Columbia,65201,38.9096,-92.3341,ACTIVE,20.0,1.0,19.0,1.0
1940,2556761,20161217|555|1|2|2695302,2017-03-12,6507,LOTTO,137,Lotto (271),136,Lotto (271),2,290,555 Faucett,716 Se Grand Dd,Faucett,64448,39.5996,-94.7979,CLOSED,3.0,3.0,0.0,1.0
2676,132161,20161219|916|2|1|1057045,2017-03-14,18139,BIGS VLASIC DLL SD 5.35OZ,55,Nuts & seeds,185,Nuts,318,436,916 Pagosa Springs,250 Hot Springs Blvd,Pagosa Springs,81147,37.2639,-107.009,CLOSED,2.19,1.14667,1.04333,1.0
2488,2498351,20161220|187|1|100|1796026,2017-03-14,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,57,187 Tallassee,1300 Gilmer Ave,Tallassee,36078,46.6472,-93.1276,ACTIVE,17.3,2.4033,14.8967,8.011
1154,1989276,20161220|562|2|2|3338386,2017-03-15,5388,MEDIUM COFFEE,145,Hot Disp Bev-retail (301),232,Hot Dispensed Beverage,9,297,562 Columbia,101 S Providence Rd,Columbia,65203,38.9509,-92.3362,ACTIVE,1.59,0.867338,0.722662,1.0
1216,1217573,20161220|470|4|1|3290892,2017-03-15,17882,HOSTESS VNL ICD ZNGR 3.81OZ,60,Cakes & pastrie,262,Bread & Cakes,217,227,470 Columbia,2300 Bernadette Dr Ste 200,Columbia,65203,38.9632,-92.3734,CLOSED,1.99,1.208,0.782,1.0
527,1836263,20161221|1097|1|3|58002,2017-03-16,1843,DONUT CAKE FCS,270,Bakery Food,269,Bakery,112,5,1097 Enterprise,600 Boll Weevil Circle,Enterprise,36330,40.648,-92.8406,ACTIVE,1.98,0.916,1.064,2.0
2824,1181270,20161221|453|1|2|3214384,2017-03-16,2980,MARLB BLND NO 27 BX,206,Cig-off Inv-premium (441),11,Off Invoice Cigs (104),199,210,453 Butler,114 W Ohio St,Butler,64730,38.2588,-94.334,ACTIVE,5.12,0.84739,4.27261,1.0
2386,2531513,20161221|423|1|100|1837863,2017-03-16,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,192,423 Adamsville,2473 Hackworth Road,Adamsville,35005,34.5253,-91.3257,ACTIVE,15.17,2.2107,12.9593,7.369
887,2884443,20161222|518|3|1|3374515,2017-03-17,5628,LARGE FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,272,518 Massena,99 Main St,Massena,50853,41.2517,-94.7692,ACTIVE,1.49,0.966548,0.523452,1.0
483,134761,20161223|838|4|1|2548816,2017-03-18,12364,COPENHGN EXT LC STR 1.2OZ,334,Tobacco-round Can Snuff (960),321,Smokeless (951),363,380,838 Oxford,92 Plaza Lane,Oxford,36203,35.9938,-94.5681,ACTIVE,5.04,1.4575,3.5825,1.0
1032,2525636,20161224|382|1|100|2377438,2017-03-19,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,152,382 Gentry,899 W Main St,Gentry,72734,36.2672,-94.4929,ACTIVE,25.74,3.6795,22.0605,12.265
191,2663631,20161224|120|2|1|213605,2017-03-19,5538,MEDIUM FTN,152,Cold Bev-retail (311),233,Cold Dispensed Beverage,11,10,120 Clanton,1415 7Th Street South,Clanton,35045,43.2007,-91.1525,ACTIVE,1.29,0.836818,0.453182,1.0
2603,2542347,20161224|578|3|2|3217194,2017-03-19,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,310,578 Millbrook,145 Kelley Blvd,Millbrook,36054,39.2417,-91.6434,ACTIVE,25.0,3.5229,21.4771,11.743
1376,190334,20161224|446|3|1|1591917,2017-03-19,1437,BUD LT 6PK 16OZ CAN,196,Beer-premium (42),246,Beer,186,207,446 Bessemer,750 Academy Drive,Bessemer,35022,40.1928,-92.5812,ACTIVE,6.99,1.87626,5.11374,1.0
1237,793019,20161224|226|1|2|3714463,2017-03-19,14384,SEAGRAMS GIN 50ML,168,Gin,249,Liquor,34,89,226 Quasqueton,113 E Dubuque St,Quasqueton,52326,42.3946,-91.7603,ACTIVE,1.98,0.98998,0.99002,2.0
167,449224,20161225|487|4|2|1921357,2017-03-20,3752,DORITO NCHO 3.1OZ,53,Salty Snacks -tort/corn Chips (152),5,Salty Snacks,243,244,487 Glenallen,1 Short St,Glenallen,63751,37.3172,-90.0274,ACTIVE,1.49,0.45,1.04,1.0
239,453536,20161225|435|1|2|2448491,2017-03-20,18958,Premium Blend,1,Fuel Premuim,78,Fuel,68,199,435 Golden City,519 Main St,Golden City,64748,37.3929,-94.0928,ACTIVE,10.0,1.1412,8.8588,3.804
1549,1527676,20161225|657|3|1|3033054,2017-03-20,4832,BON APPETI BNA NUT MFFN 5.5OZ,61,Muffins & Donuts,262,Bread & Cakes,53,330,657 Aurora,15355 E Colfax Ave Unit A,Aurora,80011,39.742,-104.809,ACTIVE,1.79,0.64,1.15,1.0
2724,24244,20161227|484|1|1|3128911,2017-03-21,10326,MONSTER UBERMONSTER 18.6OZ,261,Pk Bev-energy (carbonated) Fs (79),242,Energy carbonated,268,241,484 Zalma,7173 Main St,Zalma,63787,37.158,-90.1214,CLOSED,7.18,3.35538,3.82462,2.0
1720,2494627,20161226|860|1|2|2906772,2017-03-21,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,394,860 Cherokee,1780 S Grand Ave,Cherokee,73728,36.7396,-98.3596,ACTIVE,5.22,0.7644,4.4556,2.548
1609,2496706,20161226|554|1|100|3522234,2017-03-21,19020,No Lead Plus,1,Fuel Premuim,78,Fuel,68,289,554 Saint Joseph,2514 Frederick Ave,Saint Joseph,64506,39.7767,-94.8298,CLOSED,26.43,3.7236,22.7064,12.412
625,152849,20161227|372|3|2|1743351,2017-03-22,950,44OZ FTN REFILL,154,Cold Bev-refills (314),233,Cold Dispensed Beverage,8,142,372 Brunswick,222 2Nd St,Brunswick,68720,42.3377,-97.971,CLOSED,1.19,0.766623,0.423377,1.0
